DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.9930214158213096,0.7764019292320907,3,23.076923076923077,1,7.6923076923076925,1,7.6923076923076925
2,11,1.1096044072336637,0.9638889635099371,1,7.6923076923076925,1,7.6923076923076925,1,7.6923076923076925
3,11,1.0104111300826137,1.098217771016769,3,23.076923076923077,0,0.0,0,0.0
4,11,0.9379631884694355,0.9046752181412624,3,23.076923076923077,1,7.6923076923076925,0,0.0
5,11,0.8911215106882114,0.6835142122220796,3,25.0,0,0.0,0,0.0
6,11,1.1980891841999648,1.0292582146725253,4,33.33333333333333,2,16.666666666666664,1,8.333333333333332
7,11,0.9466768179045186,1.003355229118933,2,16.666666666666664,0,0.0,0,0.0
8,11,1.5876917417174377,0.9407474571982235,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
9,11,0.9576164632845855,0.9405663518367824,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
10,11,1.1025817682168233,0.69072697273538,4,33.33333333333333,1,8.333333333333332,1,8.333333333333332
11,11,1.1498704662638486,0.7781097527600109,4,33.33333333333333,3,25.0,2,16.666666666666664
12,11,1.1253032576277855,0.902411846313134,3,25.0,3,25.0,3,25.0
13,11,0.8164698008269267,0.7037510524062391,1,8.333333333333332,1,8.333333333333332,0,0.0
14,11,0.8118206474156157,0.7523472424978661,1,8.333333333333332,0,0.0,0,0.0
15,11,0.6344488628281566,0.6295768353447905,0,0.0,0,0.0,0,0.0
