DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.2499908635892263,1.2160851769915282,5,38.46153846153847,3,23.076923076923077,2,15.384615384615385
2,10,1.0148425857424332,0.8069790114384414,3,25.0,2,16.666666666666664,1,8.333333333333332
3,10,0.9409548136482326,0.7974185270492329,2,16.666666666666664,2,16.666666666666664,0,0.0
4,10,1.0043592478933323,0.5646434268407587,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
5,11,0.778803286510552,0.5442526317109314,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
6,11,0.7474191048478744,0.6634182683163112,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
7,11,0.7278201316108075,0.6985509102871977,1,8.333333333333332,0,0.0,0,0.0
8,11,1.0339748650789269,0.8395019240858651,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
9,11,1.4226876006062206,0.9054002114514964,5,41.66666666666667,4,33.33333333333333,4,33.33333333333333
10,11,1.1714339830876026,1.1680398947084587,5,41.66666666666667,4,33.33333333333333,2,16.666666666666664
11,11,0.9403291734115612,0.9014424324456392,4,33.33333333333333,1,8.333333333333332,0,0.0
12,11,1.1980293991582198,0.9341254754556215,5,41.66666666666667,5,41.66666666666667,3,25.0
13,11,1.2149632611804768,0.7248249250413143,3,25.0,3,25.0,2,16.666666666666664
14,11,1.048402409050389,0.881453087081219,3,25.0,2,16.666666666666664,1,8.333333333333332
15,11,0.7872613574641271,0.6500382402042694,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
