DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,0.6618238516319787,0.5806258794495175,0,0.0,0,0.0,0,0.0
2,11,1.0119034485654355,0.6877253957920397,3,23.076923076923077,3,23.076923076923077,2,15.384615384615385
3,11,0.75617004266314,0.7575772706845758,0,0.0,0,0.0,0,0.0
4,10,1.123359014005752,0.600391121671386,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
5,11,1.214047321660694,1.3201557612143018,7,58.333333333333336,5,41.66666666666667,0,0.0
6,11,1.482373943235311,0.6986402531148163,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
7,11,0.7888824627112657,0.6925232588504457,2,16.666666666666664,2,16.666666666666664,0,0.0
8,11,1.2858614552182912,0.8672860176283322,4,33.33333333333333,2,16.666666666666664,2,16.666666666666664
9,11,0.5160621552094882,0.5529796736268773,0,0.0,0,0.0,0,0.0
10,11,1.0709513009435416,0.7413539929944782,3,25.0,1,8.333333333333332,1,8.333333333333332
11,11,1.0174502619136394,1.1070734610146609,4,33.33333333333333,1,8.333333333333332,0,0.0
12,11,1.4912678601737612,0.7696103274096268,3,25.0,3,25.0,3,25.0
13,11,0.8845454753280176,0.8239639467874921,3,25.0,2,16.666666666666664,0,0.0
14,11,0.6585941854185857,0.6425126534628373,1,8.333333333333332,0,0.0,0,0.0
15,11,0.5728674099043227,0.48229033350685724,0,0.0,0,0.0,0,0.0
