DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.121657375106902,1.081031916151507,3,23.076923076923077,2,15.384615384615385,2,15.384615384615385
2,10,1.059292597942692,1.0704823001097097,4,33.33333333333333,3,25.0,0,0.0
3,10,1.1031787536922502,1.0717112295869171,2,16.666666666666664,2,16.666666666666664,0,0.0
4,10,0.8249113346338379,0.7607826887873717,1,8.333333333333332,1,8.333333333333332,0,0.0
5,11,1.152961191450768,0.6052322125498097,3,25.0,2,16.666666666666664,1,8.333333333333332
6,11,1.2309656434664604,1.0269847699705523,3,25.0,2,16.666666666666664,1,8.333333333333332
7,11,2.1566334513877017,1.9152385649295338,7,58.333333333333336,7,58.333333333333336,5,41.66666666666667
8,11,1.0334012923223692,1.0406977991363318,3,25.0,1,8.333333333333332,0,0.0
9,11,0.8611987550341778,0.8449084258851868,1,8.333333333333332,1,8.333333333333332,0,0.0
10,11,0.8081072187813786,0.6665515788440219,2,16.666666666666664,1,8.333333333333332,0,0.0
11,11,0.9453571778856262,0.922567715716191,2,16.666666666666664,1,8.333333333333332,0,0.0
12,11,0.8984971341076684,0.7467623547478495,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
13,11,0.7680531336096195,0.7134552055945776,1,8.333333333333332,0,0.0,0,0.0
14,11,0.8474801071315036,0.6006866888183949,3,25.0,1,8.333333333333332,0,0.0
15,11,0.8342775068232222,0.6562719659844274,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
