DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,10,1.981281242854028,0.5140859640179339,4,33.33333333333333,4,33.33333333333333,3,25.0
2,10,2.702836322570496,1.3857446070114876,5,41.66666666666667,5,41.66666666666667,4,33.33333333333333
3,10,0.9172208665857504,0.25866469608541853,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
4,10,2.139198976710842,0.27971400521370315,3,25.0,3,25.0,3,25.0
5,11,0.5850196200140889,0.14660392018882584,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
6,11,0.33782424576129944,0.08171603677221655,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
7,11,0.47213694817517415,0.11710124792219714,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
8,11,0.7450948396627979,0.18456375838926176,3,25.0,3,25.0,1,8.333333333333332
9,11,1.786971074990764,0.16467179995425782,4,33.33333333333333,4,33.33333333333333,4,33.33333333333333
10,11,1.4412640670851473,0.09317803660565724,3,25.0,3,25.0,2,16.666666666666664
11,11,0.7398886078353443,0.24740227610094015,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
12,11,0.6432706323506482,0.07340167845171393,2,16.666666666666664,1,8.333333333333332,1,8.333333333333332
13,11,0.7543916754311493,0.0687960687960688,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
14,11,1.4871269184444529,0.3489489988487057,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
15,11,0.4874278711979519,0.16462456801759345,1,8.333333333333332,1,8.333333333333332,1,8.333333333333332
