DayInCycle,AvailableCycles,AverageRelativeVolume,MedianRelativeVolume,HighLiquidityCount_L1,ProbabilityHighLiquidity_L1,HighLiquidityCount_L2,ProbabilityHighLiquidity_L2,HighLiquidityCount_L3,ProbabilityHighLiquidity_L3
1,11,1.128195390394948,0.6504554634135233,5,38.46153846153847,4,30.76923076923077,1,7.6923076923076925
2,11,1.1487555815251949,1.1039369787249245,4,30.76923076923077,3,23.076923076923077,1,7.6923076923076925
3,11,1.3196805056249505,1.3061574902887216,6,46.15384615384615,5,38.46153846153847,3,23.076923076923077
4,11,1.4997713404260118,0.9260965449509951,5,38.46153846153847,5,38.46153846153847,3,23.076923076923077
5,12,0.9262146516301013,0.8346309277423131,3,23.076923076923077,0,0.0,0,0.0
6,11,1.1211074133498733,1.1067770707804323,1,8.333333333333332,1,8.333333333333332,0,0.0
7,11,1.5334195049976764,0.8595613780602716,4,33.33333333333333,2,16.666666666666664,1,8.333333333333332
8,11,1.4972594868019073,0.9308471599943706,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
9,11,0.9904049267054842,0.9260998437910222,3,25.0,2,16.666666666666664,1,8.333333333333332
10,11,0.9177836038790909,0.7689918790352631,2,16.666666666666664,2,16.666666666666664,1,8.333333333333332
11,11,1.0905821534909423,1.0166523768141353,4,33.33333333333333,2,16.666666666666664,1,8.333333333333332
12,11,0.892439672568364,0.8421523045371709,3,25.0,0,0.0,0,0.0
13,11,1.1713088355334749,0.942424493586333,2,16.666666666666664,2,16.666666666666664,2,16.666666666666664
14,11,1.0492449695286736,0.6715216911982125,3,25.0,2,16.666666666666664,2,16.666666666666664
15,11,0.799301340105296,0.5908103357951437,2,16.666666666666664,1,8.333333333333332,0,0.0
